scene_id,profile,camera_distance,camera_pitch,ambient_light,num_objects,num_visible_gt,match_type,iou,gt_class,gt_tier,gt_box_area,pred_class,pred_confidence,pred_box_area,best_iou_any_class,best_pred_class_at_overlap,distance_bin,lighting_bin,clutter_bin,failure_mode,cluster
scene_0002,baseline,2.625,-23.96,0.58,2,2,fp,0.0,,,,laptop,0.0254994332790374,48196.23930287361,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0003,far,4.995,-41.76,0.526,5,5,fn,0.0,sports ball,easy,22021.27384902531,,,,0.4578047501972501,bird,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0003,far,4.995,-41.76,0.526,5,5,fn,0.0,duck,hard,134.9835635295892,,,,0.013579480107197,umbrella,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0003,far,4.995,-41.76,0.526,5,5,fn,0.0,lego,hard,27.038741351359494,,,,8.900456195823539e-05,airplane,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0003,far,4.995,-41.76,0.526,5,5,fn,0.0,duck,hard,151.60629360013235,,,,0.0004990488120969,airplane,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0003,far,4.995,-41.76,0.526,5,5,fn,0.0,bottle,easy,409.9578782299004,,,,0.0366408523155974,bird,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0003,far,4.995,-41.76,0.526,5,5,fp,0.0,,,,umbrella,0.2230850905179977,9503.172361917794,,,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0003,far,4.995,-41.76,0.526,5,5,fp,0.0,,,,airplane,0.0356367044150829,303790.5109183863,,,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0003,far,4.995,-41.76,0.526,5,5,fp,0.0,,,,bird,0.0334683880209922,10081.44377347827,,,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0003,far,4.995,-41.76,0.526,5,5,fp,0.0,,,,clock,0.0210572127252817,304541.725522846,,,mid (3-5m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fn,0.0,teddy bear,easy,1285.3959881985834,,,,0.4119860757295293,kite,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fn,0.0,domino,hard,287.78512168267133,,,,0.0014770498560963,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fn,0.0,cup,easy,2083.0943035877576,,,,0.0148404468782353,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fn,0.0,cube,hard,220094.46197628783,,,,0.7074585095558968,kite,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fn,0.0,domino,hard,110.98466066847584,,,,0.7743138476847029,bird,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,kite,0.3882279694080353,529.5652489364147,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,kite,0.0617469027638435,304003.0078125,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,umbrella,0.0465677231550216,194837.7845845092,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,airplane,0.0320303849875927,257101.24679272625,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,bird,0.0264806021004915,126.29776310920715,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,umbrella,0.018343998119235,140366.0092367418,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,person,0.0141554810106754,125.07360007241368,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,umbrella,0.0120058916509151,208205.7184906304,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0004,occluded,2.136,-42.09,0.733,5,5,fp,0.0,,,,umbrella,0.0112654091790318,61026.1520195324,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0005,baseline,2.102,-35.5,0.638,2,2,fn,0.0,cup,easy,3024.9520423018553,,,,0.0103614440618009,umbrella,near (≤3m),normal (0.25-0.7),low (1-3 obj),missed_detection,3.0
scene_0005,baseline,2.102,-35.5,0.638,2,2,fn,0.0,domino,hard,37.31031655301444,,,,0.0001277999626063,umbrella,near (≤3m),normal (0.25-0.7),low (1-3 obj),missed_detection,3.0
scene_0005,baseline,2.102,-35.5,0.638,2,2,fp,0.0,,,,umbrella,0.0775442421436309,291943.0944431573,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,sports ball,easy,91365.54397497966,,,,0.3983716136044004,person,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,duck,hard,960.4179150099928,,,,0.0033098531297015,bed,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,teddy bear,easy,1204.096207976753,,,,0.0041496327173282,bed,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,lego,hard,224.27386334015569,,,,0.0007729068115924,bed,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,lego,hard,299.2639060234503,,,,0.0010313422526568,bed,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fn,0.0,duck,hard,1389.4251654989664,,,,0.3721506035951746,person,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,umbrella,0.2754393815994262,301166.25919026136,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,umbrella,0.1034182831645011,35173.771889025345,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,person,0.1030585914850235,36397.43918115646,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,kite,0.0630061030387878,495.77369266189635,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,bed,0.0478683300316333,290169.34509616345,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,handbag,0.0130513003095984,4495.320736547932,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,handbag,0.0127049311995506,4193.402194209397,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0006,occluded,2.608,-40.17,0.755,6,6,fp,0.0,,,,person,0.0105892568826675,517.0754139907658,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0007,baseline,2.002,-35.24,0.814,2,2,fn,0.0,teddy bear,easy,497.6299839987444,,,,0.0019296067005715,umbrella,near (≤3m),bright (>0.7),low (1-3 obj),missed_detection,3.0
scene_0007,baseline,2.002,-35.24,0.814,2,2,fn,0.0,domino,hard,257.68990238883435,,,,0.8923804802444572,bird,near (≤3m),bright (>0.7),low (1-3 obj),wrong_class,3.0
scene_0007,baseline,2.002,-35.24,0.814,2,2,fp,0.0,,,,umbrella,0.1059740185737609,257891.9237020388,,,near (≤3m),bright (>0.7),low (1-3 obj),false_positive,4.0
scene_0007,baseline,2.002,-35.24,0.814,2,2,fp,0.0,,,,bird,0.0370524935424327,286.62266623973846,,,near (≤3m),bright (>0.7),low (1-3 obj),false_positive,4.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fn,0.0,teddy bear,easy,1795.2965863307386,,,,0.0,,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fn,0.0,duck,hard,565.1616260829348,,,,0.0,,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fn,0.0,cube,hard,90753.85716162092,,,,0.3969776291745023,bench,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fn,0.0,lego,hard,48.37282464715456,,,,0.0,,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fn,0.0,cube,hard,260765.00757981028,,,,0.1466783088364268,airplane,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fp,0.0,,,,bench,0.0336424820125103,36027.251054461696,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0008,occluded,2.386,-32.52,0.774,6,5,fp,0.0,,,,airplane,0.0257640164345502,81876.3654578384,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fn,0.0,teddy bear,easy,1289.2321237127908,,,,0.0122428345957821,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fn,0.0,duck,hard,466.9438229201092,,,,0.0033991999890836,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fn,0.0,domino,hard,65.19559470907986,,,,0.0004746028407389,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),missed_detection,3.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fn,0.0,cube,hard,208991.3582699533,,,,0.78599045831616,umbrella,near (≤3m),bright (>0.7),medium (4-6 obj),wrong_class,3.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fp,0.0,,,,umbrella,0.2459509521722793,105305.03484519478,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fp,0.0,,,,umbrella,0.1382347047328949,301869.77909736335,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fp,0.0,,,,umbrella,0.0414551086723804,137368.74100366794,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fp,0.0,,,,umbrella,0.0143530694767832,192503.92449390888,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0009,occluded,2.612,-35.47,0.779,4,4,fp,0.0,,,,umbrella,0.0112407021224498,175206.5247750841,,,near (≤3m),bright (>0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,sports ball,easy,71203.01412744964,,,,0.6322175246955579,umbrella,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,cube,hard,72380.35631408553,,,,0.5923669333125315,umbrella,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,lego,hard,80.85074884277627,,,,0.0011439826012211,umbrella,near (≤3m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,lego,hard,325.65076751398084,,,,0.0113914860707127,umbrella,near (≤3m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,cube,hard,165520.22393400155,,,,0.4328546898541265,dining table,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fn,0.0,lego,hard,192.7574781242887,,,,0.0027273860092285,umbrella,near (≤3m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.4951609075069427,32448.39620456472,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0763027817010879,72570.39868225902,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0696805492043495,122229.11693735048,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,airplane,0.0648625865578651,129768.6792987138,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0624552108347415,62653.03737955541,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0578549727797508,70674.80637946352,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0394554063677787,22146.105102365837,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0390340872108936,21174.64201841131,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.036594346165657,35404.46286811493,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,person,0.0355358906090259,918.7479412555696,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0355068705976009,13371.24358445406,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0267601702362298,81770.29949194193,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0179471056908369,6996.936075612903,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0172465592622756,9034.012560788542,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0153097193688154,117620.15965629368,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,dining table,0.0145032731816172,179639.90730705857,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,dining table,0.0138563625514507,125183.28262957,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,chair,0.0137828746810555,11973.074941420928,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0010,occluded,2.651,-44.76,0.7,6,6,fp,0.0,,,,umbrella,0.0103135649114847,28587.206751823425,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fn,0.0,cup,easy,1195.4449045491435,,,,0.3902759189993292,bird,near (≤3m),normal (0.25-0.7),low (1-3 obj),wrong_class,3.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,airplane,0.0494362451136112,73427.30051621795,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,umbrella,0.0227899104356765,56646.61545775831,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,airplane,0.0225193742662668,71735.29384358693,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,dining table,0.0186310894787311,55897.34504338168,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,laptop,0.0117128919810056,52361.366853168234,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0011,baseline,2.1,-31.56,0.553,2,1,fp,0.0,,,,bird,0.0105295730754733,466.55335873598233,,,near (≤3m),normal (0.25-0.7),low (1-3 obj),false_positive,4.0
scene_0012,far,5.892,-28.57,0.733,3,3,fn,0.0,cup,easy,221.8692863280891,,,,0.0007725936431436,airplane,far (>5m),bright (>0.7),low (1-3 obj),missed_detection,3.0
scene_0012,far,5.892,-28.57,0.733,3,3,fn,0.0,domino,hard,12.416848105125007,,,,4.323797165739046e-05,airplane,far (>5m),bright (>0.7),low (1-3 obj),missed_detection,3.0
scene_0012,far,5.892,-28.57,0.733,3,3,fn,0.0,teddy bear,easy,116.33160393213792,,,,0.000405090128436,airplane,far (>5m),bright (>0.7),low (1-3 obj),missed_detection,3.0
scene_0012,far,5.892,-28.57,0.733,3,3,fp,0.0,,,,umbrella,0.104578323662281,291520.4686230272,,,far (>5m),bright (>0.7),low (1-3 obj),false_positive,2.0
scene_0012,far,5.892,-28.57,0.733,3,3,fp,0.0,,,,bed,0.0453564412891864,289705.8347048983,,,far (>5m),bright (>0.7),low (1-3 obj),false_positive,2.0
scene_0012,far,5.892,-28.57,0.733,3,3,fp,0.0,,,,airplane,0.0124746887013316,287174.62057456747,,,far (>5m),bright (>0.7),low (1-3 obj),false_positive,2.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fn,0.0,teddy bear,easy,317.8333111770993,,,,0.0015219029053487,umbrella,mid (3-5m),normal (0.25-0.7),low (1-3 obj),missed_detection,3.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fn,0.0,domino,hard,23.28701758896515,,,,0.0002496244476872,umbrella,mid (3-5m),normal (0.25-0.7),low (1-3 obj),missed_detection,3.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fn,0.0,bottle,easy,615.7192844809974,,,,0.002948290613279,umbrella,mid (3-5m),normal (0.25-0.7),low (1-3 obj),missed_detection,3.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fp,0.0,,,,umbrella,0.0755077004432678,208839.41417029873,,,mid (3-5m),normal (0.25-0.7),low (1-3 obj),false_positive,2.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fp,0.0,,,,umbrella,0.0487471483647823,93288.208766073,,,mid (3-5m),normal (0.25-0.7),low (1-3 obj),false_positive,2.0
scene_0013,steep,3.414,-61.82,0.511,3,3,fp,0.0,,,,dining table,0.0206364747136831,93650.3472890854,,,mid (3-5m),normal (0.25-0.7),low (1-3 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fn,0.0,cup,easy,1812.91507763395,,,,0.5464490577338803,kite,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fn,0.0,domino,hard,38.97233790751128,,,,0.0005203610939388,keyboard,near (≤3m),normal (0.25-0.7),medium (4-6 obj),missed_detection,3.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fn,0.0,domino,hard,142.46309509499054,,,,0.7971563403561992,bird,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fn,0.0,duck,hard,617.4210251293866,,,,0.380383448218432,kite,near (≤3m),normal (0.25-0.7),medium (4-6 obj),wrong_class,3.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,kite,0.4763954877853393,990.6657359246165,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,kite,0.2627314627170563,234.8567385412753,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,dining table,0.0684506297111511,42553.11215641163,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,kite,0.0582594834268093,151.39085420966148,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,dining table,0.0365694426000118,76532.74810768664,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,keyboard,0.02097924426198,74894.79586667847,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,bird,0.0180016513913869,136.9836387634277,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0014,occluded,2.147,-43.04,0.638,4,4,fp,0.0,,,,dining table,0.0132723385468125,12939.539750058204,,,near (≤3m),normal (0.25-0.7),medium (4-6 obj),false_positive,2.0
scene_0015,steep,3.038,-56.99,0.703,2,2,fn,0.0,bowl,easy,7186.895620814315,,,,0.0240017146400071,umbrella,mid (3-5m),bright (>0.7),low (1-3 obj),missed_detection,3.0
scene_0015,steep,3.038,-56.99,0.703,2,2,fn,0.0,cube,hard,56500.6931847137,,,,0.176267434621238,umbrella,mid (3-5m),bright (>0.7),low (1-3 obj),wrong_class,3.0
scene_0015,steep,3.038,-56.99,0.703,2,2,fp,0.0,,,,umbrella,0.1553846299648285,299432.5917380452,,,mid (3-5m),bright (>0.7),low (1-3 obj),false_positive,2.0
scene_0016,steep,3.028,-66.97,0.597,3,3,fn,0.0,bottle,easy,826.0798568476238,,,,0.6136329281713808,sports ball,mid (3-5m),normal (0.25-0.7),low (1-3 obj),wrong_class,3.0
scene_0016,steep,3.028,-66.97,0.597,3,3,fn,0.0,duck,hard,276.78588339357,,,,0.6427753935754822,sports ball,mid (3-5m),normal (0.25-0.7),low (1-3 obj),wrong_class,3.0
scene_0016,steep,3.028,-66.97,0.597,3,3,fn,0.0,bowl,easy,1335.5980899208216,,,,0.7298143291867462,sports ball,mid (3-5m),normal (0.25-0.7),low (1-3 obj),wrong_class,3.0
